prompt,fold,generation,qwk
4,4,23,0.5083796252706902
4,4,24,0.5348752916657228
4,4,25,0.5389998641119718
5,0,1,0.4617405245224284
5,0,2,0.48188564356668606
5,0,3,0.5134910394265233
5,0,4,0.511131574670928
5,0,5,0.47413669989431895
5,0,6,0.47799625250491673
5,0,7,0.49750014203738424
5,0,8,0.4512538237848862
5,0,9,0.4523799762207371
5,0,10,0.4525024127947056
5,0,11,0.3998765869854529
5,0,12,0.49677089215132686
5,0,13,0.46891667185800334
5,0,14,0.47307084570936064
5,0,15,0.5012683260406512
5,0,16,0.49179087405634647
5,0,17,0.4878217751310825
5,0,18,0.44763203513232397
5,0,19,0.4768483995779106
5,0,20,0.4867298578199053
5,0,21,0.4500808388549854
5,0,22,0.4630471605598646
5,0,23,0.438471873750921
5,0,24,0.49651785428489126
5,0,25,0.4929347978762256
5,1,1,0.37008540903478604
5,1,2,0.377421066595914
5,1,3,0.41998655106744487
5,1,4,0.3706564500784243
5,1,5,0.41408826357086004
5,1,6,0.4132704888058185
5,1,7,0.4158217087609333
5,1,8,0.37811431362970205
5,1,9,0.3612135351278679
5,1,10,0.4009522704690236
5,1,11,0.4599640766296218
5,1,12,0.3919065494369274
5,1,13,0.42010980073200477
5,1,14,0.41881842165396044
5,1,15,0.3943045688903395
5,1,16,0.4173637490896923
5,1,17,0.42329071566438703
5,1,18,0.3881662738805596
5,1,19,0.40354624219222246
5,1,20,0.35990928302664815
5,1,21,0.3534039115690151
5,1,22,0.39529771576029815
5,1,23,0.4153054603236239
5,1,24,0.3548021688675873
5,1,25,0.3928580501907941
5,2,1,0.4622926638804935
5,2,2,0.46795947059679066
5,2,3,0.4932214205075345
5,2,4,0.42558054312606075
5,2,5,0.4267196532922375
5,2,6,0.4370696098554837
5,2,7,0.461029729162459
5,2,8,0.4420186789085597
5,2,9,0.43674838511816905
5,2,10,0.4259692210808045
5,2,11,0.4295676429567643
5,2,12,0.4524085705307507
5,2,13,0.4463404621188063
5,2,14,0.4758215871789919
5,2,15,0.47985575825335214
5,2,16,0.4452527767511525
5,2,17,0.4447442852141348
5,2,18,0.4136947218259629
5,2,19,0.46742737358356234
5,2,20,0.4612960648411165
5,2,21,0.40075159656632586
5,2,22,0.4329040066042046
5,2,23,0.411744643439113
5,2,24,0.4572230014025246
5,2,25,0.4001756509767619
5,3,1,0.4344418454274418
5,3,2,0.43802413752699154
5,3,3,0.46766117969821674
5,3,4,0.4447647543325881
5,3,5,0.47483726403828375
5,3,6,0.502006709871012
5,3,7,0.4517268966343376
5,3,8,0.45577811086681386
5,3,9,0.4782920982718486
5,3,10,0.44626368230544944
5,3,11,0.447028957445893
5,3,12,0.4741578878917935
5,3,13,0.44801223241590216
5,3,14,0.4606880655625747
5,3,15,0.4860298173080623
5,3,16,0.4972690160214833
5,3,17,0.43763437630084834
5,3,18,0.47192259080455
5,3,19,0.5046790904340956
5,3,20,0.4957572371407619
5,3,21,0.43318480797793335
5,3,22,0.48136645962732916
5,3,23,0.46713973296982225
5,3,24,0.42633649736142154
5,3,25,0.4439167158737901
5,4,1,0.5652446781443474
5,4,2,0.4234912378055754
5,4,3,0.43918680617368966
5,4,4,0.48763703288789306
5,4,5,0.44965145079170155
5,4,6,0.4714494875549048
5,4,7,0.4440640994742797
5,4,8,0.46016618976025336
5,4,9,0.4813559043740969
5,4,10,0.45777528136636914
5,4,11,0.4651103446572772
5,4,12,0.4814561185204982
5,4,13,0.4704654442877293
5,4,14,0.4323241686392002
5,4,15,0.4455362853778869
5,4,16,0.4650199748696521
5,4,17,0.48487833213370213
5,4,18,0.4866762036094321
5,4,19,0.4380277162050119
5,4,20,0.47533684876254934
5,4,21,0.4656413858852455
5,4,22,0.4768464536762501
5,4,23,0.4420306033076301
5,4,24,0.4286030362856559
5,4,25,0.4576910938584865
6,0,1,0.5014880952380952
6,0,2,0.47906026557711956
6,0,3,0.46931034482758627
6,0,4,0.48760884125920967
6,0,5,0.4766001376462491
6,0,6,0.44388777555110226
6,0,7,0.4647577092511014
6,0,8,0.5001708817498292
6,0,9,0.48786739576213256
6,0,10,0.4972067039106145
6,0,11,0.4545454545454545
6,0,12,0.4990118577075099
6,0,13,0.4655172413793104
6,0,14,0.44573901464713706
6,0,15,0.44219846308052124
6,0,16,0.4930010242403551
6,0,17,0.47040711597673635
6,0,18,0.4927272727272727
6,0,19,0.4772492244053774
6,0,20,0.4856714428523825
6,0,21,0.4727395868608195
6,0,22,0.476027397260274
6,0,23,0.4804673875130798
6,0,24,0.456354748603352
6,0,25,0.5109353970390309
6,1,1,0.3357095543008549
6,1,2,0.30319429146113686
6,1,3,0.3318454456688521
6,1,4,0.30107110194844455
6,1,5,0.3178344833973973
6,1,6,0.3328822317226956
6,1,7,0.27385308190261737
6,1,8,0.28123537669630316
6,1,9,0.29826472648042945
6,1,10,0.3317069451856369
6,1,11,0.34448119935662036
6,1,12,0.2856483617904937
6,1,13,0.30549251021334545
6,1,14,0.34095669056609545
6,1,15,0.31286736519294667
6,1,16,0.3143881914746861
6,1,17,0.30824727684255204
6,1,18,0.3435060892882795
6,1,19,0.3047978738285074
6,1,20,0.3016899740354393
6,1,21,0.30214711666053806
6,1,22,0.32618201264588376
6,1,23,0.31417863835103066
6,1,24,0.337436976089579
6,1,25,0.31407828778855074
6,2,1,0.0285654712260216
6,2,2,-0.05227489757570147
6,2,3,0.07163624112501721
6,2,4,0.033187909005920724
6,2,5,-0.046282841012847076
6,2,6,0.030852551138137563
6,2,7,0.010241638662185859
6,2,8,0.07340247574439618
6,2,9,0.0344524398991185
6,2,10,-0.004628643796160237
6,2,11,-0.052472928791708284
6,2,12,-0.025291942961093827
6,2,13,0.029580019533975266
6,2,14,-0.0401022527560313
6,2,15,-0.036526565844250625
6,2,16,0.009195879139873964
6,2,17,-0.08586499519968216
6,2,18,0.01725371710264767
6,2,19,0.003946752291123179
6,2,20,-0.0013399052495575159
6,2,21,-0.032592141334145674
6,2,22,-0.001415741273282256
6,2,23,-0.024208774144537815
6,2,24,-0.0013662489399792754
6,2,25,0.07906785092940216
6,3,1,0.5293118096856415
6,3,2,0.5021097046413502
6,3,3,0.5052146495270434
6,3,4,0.49792960662525887
6,3,5,0.5462507298356827
6,3,6,0.5245776381696239
6,3,7,0.5282402873000327
6,3,8,0.501344414568565
6,3,9,0.5087427144046628
6,3,10,0.5530819072935704
6,3,11,0.5075497597803706
6,3,12,0.47984815443017526
6,3,13,0.5115746629356399
6,3,14,0.4853250357413169
6,3,15,0.5356436494969472
6,3,16,0.5205827545315941
6,3,17,0.516102929276582
6,3,18,0.5260742594910304
6,3,19,0.492600422832981
6,3,20,0.5441884021271208
6,3,21,0.4944371727748691
6,3,22,0.49514896539881514
6,3,23,0.49893481039625054
6,3,24,0.5114197272651216
6,3,25,0.4895018526142445
6,4,1,0.4822247706422018
6,4,2,0.46504739336492895
6,4,3,0.4714996174445295
6,4,4,0.49392097264437695
6,4,5,0.48893805309734517
6,4,6,0.45537065052950076
6,4,7,0.47646383467278985
6,4,8,0.4531906763469622
6,4,9,0.46967370441458733
6,4,10,0.4706858407079647
6,4,11,0.4723788049605412
6,4,12,0.4677419354838709
6,4,13,0.45593220338983054
6,4,14,0.501527883880825
6,4,15,0.4790011350737797
6,4,16,0.44338565022421517
6,4,17,0.4589595375722543
6,4,18,0.5114964191481342
6,4,19,0.4178321678321678
6,4,20,0.4532387888079724
6,4,21,0.43323216995447655
6,4,22,0.46979362101313316
6,4,23,0.47366382649109207
6,4,24,0.49669902912621355
6,4,25,0.4617883072220099
7,0,1,0.0930974746557316
7,0,2,0.11702646594654964
7,0,3,0.1297229197765215
7,0,4,0.12555600519190047
7,0,5,0.12021540438275757
7,0,6,0.11396349849357901
7,0,7,0.10943126849972629
7,0,8,0.11973134232280502
7,0,9,0.10488008505719226
7,0,10,0.10934902894883614
7,0,11,0.11120883250928648
7,0,12,0.09499332404613514
7,0,13,0.11735037864226783
7,0,14,0.12296865352370112
7,0,15,0.0979291165396482
7,0,16,0.11334124070219498
7,0,17,0.1294461628971535
7,0,18,0.1250991836131864
7,0,19,0.11195132440247779
7,0,20,0.11806939127837968
7,0,21,0.11970768376074259
7,0,22,0.10940758124679584
7,0,23,0.11759347227088157
7,0,24,0.10434369266098531
7,0,25,0.09880708867848209
7,1,1,0.14521135226520132
7,1,2,0.19984210995252938
7,1,3,0.1860584202098482
7,1,4,0.18881704168086955
7,1,5,0.22969803406657208
7,1,6,0.21690271069284695
7,1,7,0.20336124275557366
7,1,8,0.19819788724323661
7,1,9,0.1996715908358645
7,1,10,0.17557008179729316
7,1,11,0.19556782613159007
7,1,12,0.17214982500944798
7,1,13,0.2211419334988366
7,1,14,0.1955798859436514
7,1,15,0.19234431957293696
7,1,16,0.2149832488768777
7,1,17,0.19623002322786698
7,1,18,0.20565183170692702
7,1,19,0.2171493389010012
7,1,20,0.17007280998823338
7,1,21,0.19450212130964573
7,1,22,0.19937424089949052
7,1,23,0.21722266914126087
7,1,24,0.21569323778302585
7,1,25,0.21600529848598526
7,2,1,0.07315267320155971
7,2,2,0.07800555764190831
7,2,3,0.1338346921374708
7,2,4,0.11628669894976351
7,2,5,0.12943067840956135
7,2,6,0.100226203158856
7,2,7,0.1462528657626736
7,2,8,0.15064640982870414
7,2,9,0.10583218972520836
7,2,10,0.13924139544662617
7,2,11,0.1226931383442873
7,2,12,0.13482686163486046
7,2,13,0.15390964401691376
7,2,14,0.13693373613098503
7,2,15,0.11821838794365225
7,2,16,0.14890633413069354
7,2,17,0.16017684596730453
7,2,18,0.1387132764349539
7,2,19,0.1440179786484389
7,2,20,0.1670182484541316
7,2,21,0.15970026302637763
7,2,22,0.1417435374672118
7,2,23,0.16871781313281453
7,2,24,0.14561685880813657
7,2,25,0.13230173003627743
7,3,1,0.2783424567454459
7,3,2,0.2678723725071068
7,3,3,0.2588038847625802
7,3,4,0.25632754565538063
7,3,5,0.2769996221084621
7,3,6,0.2112017537469748
7,3,7,0.24158031310230377
7,3,8,0.24776777944452189
7,3,9,0.23908080878719096
7,3,10,0.23164171038517234
7,3,11,0.2349157822166401
7,3,12,0.24950953020539368
7,3,13,0.2190635278862374
7,3,14,0.279253957949967
7,3,15,0.26823743955612245
7,3,16,0.24130740451338395
7,3,17,0.2567709706928073
7,3,18,0.27581406224000016
7,3,19,0.2407442743868804
7,3,20,0.24404161184638606
7,3,21,0.2464786444442476
7,3,22,0.23673895336998574
7,3,23,0.2540768724760103
7,3,24,0.22101308995217972
7,3,25,0.24188291942039386
7,4,1,0.1700264854079715
7,4,2,0.17624821608515995
7,4,3,0.18530779923255858
7,4,4,0.17792666484077146
7,4,5,0.17488658262524093
7,4,6,0.21286077268877446
7,4,7,0.2775311518293434
7,4,8,0.27526888171304387
7,4,9,0.3031627725255761
7,4,10,0.30342944148079276
7,4,11,0.25152612140675146
7,4,12,0.29571816112333293
7,4,13,0.2623268461681163
7,4,14,0.27855482554985633
7,4,15,0.25103712140112955
7,4,16,0.27272492022344963
7,4,17,0.2600652592756366
7,4,18,0.2761230376380732
7,4,19,0.30256150450183483
7,4,20,0.28137937330259943
7,4,21,0.2733145087553166
7,4,22,0.2794606542946886
7,4,23,0.2936532490178302
7,4,24,0.28979590146370604
7,4,25,0.2862472638544421
8,0,1,0.09745470883299678
8,0,2,0.10203289025504214
8,0,3,0.09563128379295727
8,0,4,0.09584228317375287
8,0,5,0.10608601701952991
8,0,6,0.13934515707620954
8,0,7,0.13987366698175252
8,0,8,0.12645177874661717
8,0,9,0.11289211527732879
8,0,10,0.11731984673574236
8,0,11,0.11124187544274078
8,0,12,0.10138320926382804
8,0,13,0.1317852868611562
8,0,14,0.09356366915921521
8,0,15,0.09487884289375881
8,0,16,0.10709613553732467
8,0,17,0.12246482233224631
8,0,18,0.11918985090701884
8,0,19,0.12175523060704663
8,0,20,0.13357246855807892
8,0,21,0.09996384524373747
8,0,22,0.13473381936796913
8,0,23,0.11042888736272372
8,0,24,0.14649449827758365
8,0,25,0.12316515111052784
8,1,1,0.40881483506814764
8,1,2,0.3716838808069186
8,1,3,0.5019636365913126
8,1,4,0.3905236106969875
8,1,5,0.43201236082500305
8,1,6,0.4776004037991567
8,1,7,0.47645463088729345
8,1,8,0.4947060667391616
8,1,9,0.4458499711766939
8,1,10,0.4792646722457632
8,1,11,0.5081127809858542
8,1,12,0.495221552848746
8,1,13,0.46182150580620684
8,1,14,0.5041645633518426
8,1,15,0.4594423748528994
8,1,16,0.5047272392305892
8,1,17,0.47465577172744666
8,1,18,0.5329984127090736
8,1,19,0.473432252996811
8,1,20,0.497397017719708
8,1,21,0.4577605127655249
8,1,22,0.5774237690193611
8,1,23,0.4465402892208814
8,1,24,0.46744824145672237
8,1,25,0.4963370386924597
8,2,1,0.2177632454713624
8,2,2,0.2631511880103867
8,2,3,0.31855369893820007
8,2,4,0.3317697990529832
8,2,5,0.2873277091079497
8,2,6,0.2661581207125475
8,2,7,0.30838780089842577
8,2,8,0.3059519878685597
8,2,9,0.2514807944887738
8,2,10,0.32534978926352176
8,2,11,0.3432771954149384
8,2,12,0.3156363362933783
8,2,13,0.30531128630979143
8,2,14,0.3026376312686947
8,2,15,0.3087418158387677
8,2,16,0.28109586568292066
8,2,17,0.2927336677366035
8,2,18,0.36741677355551017
8,2,19,0.3220372082123655
8,2,20,0.2937446391373606
8,2,21,0.3074527694010538
8,2,22,0.29146830902063936
8,2,23,0.31711248427293726
8,2,24,0.2921706689859356
8,2,25,0.2884909668532759
8,3,1,0.23804376232448732
8,3,2,0.20018090833491375
8,3,3,0.2965144059034013
8,3,4,0.29802527832042747
8,3,5,0.2989283861931946
8,3,6,0.2770898906005186
8,3,7,0.25846220485093374
8,3,8,0.25850226320049563
8,3,9,0.2728720738778724
8,3,10,0.30932736162382424
8,3,11,0.2984535071810206
8,3,12,0.27246771326094943
8,3,13,0.29497087302725034
8,3,14,0.21025018737285428
8,3,15,0.3115046837926142
8,3,16,0.28580416932426655
8,3,17,0.2828172877879358
8,3,18,0.3150976815676547
8,3,19,0.2382833392761634
8,3,20,0.27340562463571016
8,3,21,0.2699871417898244
8,3,22,0.28704806649320214
8,3,23,0.28768335862417804
8,3,24,0.3080970899825666
8,3,25,0.2602182077359577
8,4,1,0.1301083858317751
8,4,2,0.11202775493039618
8,4,3,0.13087893888000923
8,4,4,0.3260082438578247
8,4,5,0.3398985064449719
8,4,6,0.22580024796723697
8,4,7,0.33726576268747976
8,4,8,0.3600229888060189
8,4,9,0.3317170791053593
8,4,10,0.3458371162788
8,4,11,0.3265029745111
8,4,12,0.3245860462041842
8,4,13,0.3313058729751608
8,4,14,0.33661361875924234
8,4,15,0.30629549780347665
8,4,16,0.3006050157639768
8,4,17,0.22676557929343555
8,4,18,0.3564327767590001
8,4,19,0.3093630636951574
8,4,20,0.31026223812237774
8,4,21,0.31709993846391915
8,4,22,0.3092753251040884
8,4,23,0.3465671238690511
8,4,24,0.301217116174632
8,4,25,0.3095936321742774
